,Date and time (UTC),Rocket,Rocket,Flight number,Launch site,Launch site,LSP,LSP
412,2024 (TBD)[149][150],,Maiden flight of Launcher Light.,Maiden flight of Launcher Light.,Maiden flight of Launcher Light.,Maiden flight of Launcher Light.,Maiden flight of Launcher Light.,Maiden flight of Launcher Light.
413,2024 (TBD)[151],Long March 2C,Long March 2C,,Taiyuan LC-9,Taiyuan LC-9,CASC,CASC
414,2024 (TBD)[151],,,,,,,
415,2024 (TBD)[151],,HaiYang 1F[152][153],Ministry of Natural Resources,Low Earth (SSO),Earth observation,,
416,2024 (TBD)[154],Long March 4B,Long March 4B,,Taiyuan LC-9,Taiyuan LC-9,CASC,CASC
417,2024 (TBD)[154],,,,,,,
418,2024 (TBD)[154],,CBERS 5,CASC / INPE,Low Earth (SSO),Earth observation,,
419,2024 (TBD)[154],Long March 4B,Long March 4B,,Taiyuan LC-9,Taiyuan LC-9,CASC,CASC
420,2024 (TBD)[154],,,,,,,
421,2024 (TBD)[154],,CBERS 6,CASC / INPE,Low Earth (SSO),Earth observation,,
422,2024 (TBD)[151],Long March 4B,Long March 4B,,Jiuquan SLS-2,Jiuquan SLS-2,CASC,CASC
423,2024 (TBD)[151],,,,,,,
424,2024 (TBD)[151],,HaiYang 2F[155][156],Ministry of Natural Resources,Low Earth,Earth observation,,
425,2024 (TBD)[151],Long March 4B,Long March 4B,,Jiuquan SLS-2,Jiuquan SLS-2,CASC,CASC
426,2024 (TBD)[151],,,,,,,
427,2024 (TBD)[151],,HaiYang 2L[156],Ministry of Natural Resources,Low Earth,Earth observation,,
428,2024 (TBD)[151],,Ocean Wind and Wave Observation Satellite.,Ocean Wind and Wave Observation Satellite.,Ocean Wind and Wave Observation Satellite.,Ocean Wind and Wave Observation Satellite.,Ocean Wind and Wave Observation Satellite.,Ocean Wind and Wave Observation Satellite.
429,2024 (TBD)[157],Long March 4C,Long March 4C,,Taiyuan LC-9,Taiyuan LC-9,CASC,CASC
430,2024 (TBD)[157],,,,,,,
431,2024 (TBD)[157],,Fengyun 3H[158],CMA,Low Earth (SSO),Meteorology,,
432,2024 (TBD)[159],Long March TBA,Long March TBA,,TBA,TBA,CASC,CASC
433,2024 (TBD)[159],,,,,,,
434,2024 (TBD)[159],,Fengyun 4 MW,CMA,Geosynchronous,Meteorology,,
435,2024 (TBD)[159],,Fengyun 4 Microwave prototype satellite.,Fengyun 4 Microwave prototype satellite.,Fengyun 4 Microwave prototype satellite.,Fengyun 4 Microwave prototype satellite.,Fengyun 4 Microwave prototype satellite.,Fengyun 4 Microwave prototype satellite.
436,2024 (TBD)[151],Long March TBA,Long March TBA,,TBA,TBA,CASC,CASC
437,2024 (TBD)[151],,,,,,,
438,2024 (TBD)[151],,HaiYang 3C[160],Ministry of Natural Resources,Geosynchronous,Earth observation,,
439,2024 (TBD)[161][162],LVM 3,LVM 3,,Satish Dhawan SLP,Satish Dhawan SLP,ISRO,ISRO
440,2024 (TBD)[161][162],,,,,,,
441,2024 (TBD)[161][162],,GSAT-20,NSIL / Dish TV[163],Geosynchronous,Communications,,
442,H2 2024 (TBD)[164][165],Nebula-1,Nebula-1,,TBA,TBA,Deep Blue Aerospace,Deep Blue Aerospace
443,H2 2024 (TBD)[164][165],,,,,,,
444,H2 2024 (TBD)[164][165],,TBA,TBA,Low Earth,TBA,,
445,H2 2024 (TBD)[164][165],,First flight of Nebula-1.,First flight of Nebula-1.,First flight of Nebula-1.,First flight of Nebula-1.,First flight of Nebula-1.,First flight of Nebula-1.
446,2024 (TBD)[166],Neutron,Neutron,,MARS LP-0,MARS LP-0,Rocket Lab,Rocket Lab
447,2024 (TBD)[166],,,,,,,
448,2024 (TBD)[166],,,Rocket Lab,Low Earth,Flight test,,
449,2024 (TBD)[166],,Maiden flight of Neutron.,Maiden flight of Neutron.,Maiden flight of Neutron.,Maiden flight of Neutron.,Maiden flight of Neutron.,Maiden flight of Neutron.
450,2024 (TBD)[167],Nuri (KSLV-II),Nuri (KSLV-II),,Naro LC-2,Naro LC-2,KARI,KARI
451,2024 (TBD)[167],,,,,,,
452,2024 (TBD)[167],,NEXTSat-3,KAIST,Low Earth (SSO),Technology demonstration,,
453,2024 (TBD)[167],,Fourth planned launch of Nuri.,Fourth planned launch of Nuri.,Fourth planned launch of Nuri.,Fourth planned launch of Nuri.,Fourth planned launch of Nuri.,Fourth planned launch of Nuri.
454,2024 (TBD)[168],Pallas-1,Pallas-1,,,,Galactic Energy,Galactic Energy
455,2024 (TBD)[168],,,,,,,
456,2024 (TBD)[168],,,,Low Earth,,,
457,2024 (TBD)[168],,Maiden flight of the Pallas-1 launch vehicle.,Maiden flight of the Pallas-1 launch vehicle.,Maiden flight of the Pallas-1 launch vehicle.,Maiden flight of the Pallas-1 launch vehicle.,Maiden flight of the Pallas-1 launch vehicle.,Maiden flight of the Pallas-1 launch vehicle.
458,2024 (TBD)[169][170],Proton-M / DM-03,Proton-M / DM-03,,Baikonur,Baikonur,Roscosmos,Roscosmos
459,2024 (TBD)[169][170],,,,,,,
460,2024 (TBD)[169][170],,Elektro-L â5[171],Roscosmos,Geosynchronous,Meteorology,,
461,2024 (TBD)[31],Proton-M / Briz-M[172],Proton-M / Briz-M[172],,Baikonur,Baikonur,Roscosmos,Roscosmos
462,2024 (TBD)[31],,,,,,,
463,2024 (TBD)[31],,Yamal-501,Gazprom Space Systems,Geosynchronous,Communications,,
464,2024 (TBD)[173],Rokot-M / Briz-KM[174],Rokot-M / Briz-KM[174],,Plesetsk Site 133/3,Plesetsk Site 133/3,Khrunichev,Khrunichev
465,2024 (TBD)[173],,,,,,,
466,2024 (TBD)[173],,TBA,TBA,Low Earth,Flight test,,
467,2024 (TBD)[173],,"First flight of Rokot-M, a Rokot variant built in Russia without Ukrainian cooperation.","First flight of Rokot-M, a Rokot variant built in Russia without Ukrainian cooperation.","First flight of Rokot-M, a Rokot variant built in Russia without Ukrainian cooperation.","First flight of Rokot-M, a Rokot variant built in Russia without Ukrainian cooperation.","First flight of Rokot-M, a Rokot variant built in Russia without Ukrainian cooperation.","First flight of Rokot-M, a Rokot variant built in Russia without Ukrainian cooperation."
468,2024 (TBD)[176],SL1,SL1,,Esrange,Esrange,HyImpulse,HyImpulse
469,2024 (TBD)[176],,,,,,,
470,2024 (TBD)[176],,Reentry capsule[176],In Orbit Aerospace,Low Earth,Technology demonstration,,
471,2024 (TBD)[176],,Maiden flight of HyImpulse's SL1. HyImpulse is a spinoff of DLR.[175],Maiden flight of HyImpulse's SL1. HyImpulse is a spinoff of DLR.[175],Maiden flight of HyImpulse's SL1. HyImpulse is a spinoff of DLR.[175],Maiden flight of HyImpulse's SL1. HyImpulse is a spinoff of DLR.[175],Maiden flight of HyImpulse's SL1. HyImpulse is a spinoff of DLR.[175],Maiden flight of HyImpulse's SL1. HyImpulse is a spinoff of DLR.[175]
472,2024 (TBD)[177],Soyuz-2.1a / Fregat,Soyuz-2.1a / Fregat,,Vostochny Site 1S,Vostochny Site 1S,Roscosmos,Roscosmos
473,2024 (TBD)[177],,,,,,,
474,2024 (TBD)[177],,Kondor-FKA â2[178],Roscosmos,Low Earth,Reconnaissance,,
475,2024 (TBD)[180][181],Soyuz-2.1b,Soyuz-2.1b,,Baikonur Site 31/6,Baikonur Site 31/6,Roscosmos,Roscosmos
476,2024 (TBD)[180][181],,,,,,,
477,2024 (TBD)[180][181],,Bion-M No.2,Roscosmos,Low Earth,Biological science,,
478,2024 (TBD)[180][181],,30-day mission to observe the effects of the Van Allen radiation belts on mice.[179],30-day mission to observe the effects of the Van Allen radiation belts on mice.[179],30-day mission to observe the effects of the Van Allen radiation belts on mice.[179],30-day mission to observe the effects of the Van Allen radiation belts on mice.[179],30-day mission to observe the effects of the Van Allen radiation belts on mice.[179],30-day mission to observe the effects of the Van Allen radiation belts on mice.[179]
479,2024 (TBD)[182],Soyuz-2.1b / Fregat,Soyuz-2.1b / Fregat,,Plesetsk Site 43/4,Plesetsk Site 43/4,RVSN RF,RVSN RF
480,2024 (TBD)[182],,,,,,,
481,2024 (TBD)[182],,GLONASS-K2 24L (K2 â3),VKS,Medium Earth,Navigation,,
482,2024 (TBD)[183][184],Soyuz-2.1b / Fregat,Soyuz-2.1b / Fregat,,Vostochny Site 1S,Vostochny Site 1S,Roscosmos,Roscosmos
483,2024 (TBD)[183][184],,,,,,,
484,2024 (TBD)[183][184],,Ionosfera No. 3,RAS,Low Earth (SSO),Ionospheric research,,
485,2024 (TBD)[183][184],,Ionosfera No. 4,RAS,Low Earth (SSO),Ionospheric research,,
486,2024 (TBD)[169],Soyuz-2.1b / Fregat,Soyuz-2.1b / Fregat,,Vostochny Site 1S,Vostochny Site 1S,Roscosmos,Roscosmos
487,2024 (TBD)[169],,,,,,,
488,2024 (TBD)[169],,Meteor-M â2-5[185],Roscosmos,Low Earth (SSO),Meteorology,,
489,2024 (TBD)[186],Soyuz-2.1b,Soyuz-2.1b,,Baikonur Site 31/6,Baikonur Site 31/6,Roscosmos,Roscosmos
490,2024 (TBD)[186],,,,,,,
491,2024 (TBD)[186],,Resurs-P â5[187],Roscosmos,Low Earth (SSO),Earth observation,,
492,2024 (TBD)[177],Soyuz-2.1b,Soyuz-2.1b,,Vostochny Site 1S,Vostochny Site 1S,Roscosmos,Roscosmos
493,2024 (TBD)[177],,,,,,,
494,2024 (TBD)[177],,Resurs-PM â1[188],Roscosmos,Low Earth (SSO),Earth observation,,
495,2024 (TBD)[189],Spectrum,Spectrum,,Kourou Diamant,Kourou Diamant,Isar Aerospace,Isar Aerospace
496,2024 (TBD)[189],,,,,,,
497,2024 (TBD)[189],,TBA,TBA,Low Earth (SSO),TBA,,
498,2024 (TBD)[189],,First Spectrum launch from the Guiana Space Centre.,First Spectrum launch from the Guiana Space Centre.,First Spectrum launch from the Guiana Space Centre.,First Spectrum launch from the Guiana Space Centre.,First Spectrum launch from the Guiana Space Centre.,First Spectrum launch from the Guiana Space Centre.
499,2024 (TBD)[190],Spectrum or Falcon 9 Block 5,Spectrum or Falcon 9 Block 5,,AndÃ¸ya or Cape Canaveral,AndÃ¸ya or Cape Canaveral,Isar Aerospace or SpaceX,Isar Aerospace or SpaceX
500,2024 (TBD)[190],,,,,,,
501,2024 (TBD)[190],,TBA Ã 3,KSAT,Low Earth (SSO),Maritime surveillance,,
502,2024 (TBD)[191][192],Starship,Starship,,TBA,TBA,SpaceX,SpaceX
503,2024 (TBD)[191][192],,,,,,,
504,2024 (TBD)[191][192],,Superbird-9,SKY Perfect JSAT,Geosynchronous,Communications,,
505,2024 (TBD)[193],Vega,Vega,,Kourou ELV,Kourou ELV,Arianespace,Arianespace
506,2024 (TBD)[193],,,,,,,
507,2024 (TBD)[193],,Biomass,ESA,Low Earth (SSO),Earth observation,,
508,2024 (TBD)[193],,Earth Explorer 7 of the Living Planet Programme.,Earth Explorer 7 of the Living Planet Programme.,Earth Explorer 7 of the Living Planet Programme.,Earth Explorer 7 of the Living Planet Programme.,Earth Explorer 7 of the Living Planet Programme.,Earth Explorer 7 of the Living Planet Programme.
509,2024 (TBD)[194],Vega,Vega,,Kourou ELV,Kourou ELV,Arianespace,Arianespace
510,2024 (TBD)[194],,,,,,,
511,2024 (TBD)[194],,PROBA-3 Coronagraph,ESA,Highly elliptical,Solar observatoryCoronagraph,,
512,2024 (TBD)[194],,PROBA-3 Occulter,ESA,Highly elliptical,Solar observatoryOcculter,,
513,2024 (TBD)[195],Vega-C,Vega-C,,Kourou ELV,Kourou ELV,Arianespace,Arianespace
514,2024 (TBD)[195],,,,,,,
515,2024 (TBD)[195],,CSG-3,ASI,Low Earth (SSO),Earth observation,,
516,2024 (TBD)[195],,Third COSMO-SkyMed 2nd Generation satellite.,Third COSMO-SkyMed 2nd Generation satellite.,Third COSMO-SkyMed 2nd Generation satellite.,Third COSMO-SkyMed 2nd Generation satellite.,Third COSMO-SkyMed 2nd Generation satellite.,Third COSMO-SkyMed 2nd Generation satellite.
517,H2 2024 (TBD)[62],Vega-C,Vega-C,,Kourou ELV,Kourou ELV,Arianespace,Arianespace
518,H2 2024 (TBD)[62],,,,,,,
519,H2 2024 (TBD)[62],,Sentinel-1D,ESA,Low Earth (SSO),Earth observation,,
520,H2 2024 (TBD)[62],,Fourth Sentinel-1 satellite.,Fourth Sentinel-1 satellite.,Fourth Sentinel-1 satellite.,Fourth Sentinel-1 satellite.,Fourth Sentinel-1 satellite.,Fourth Sentinel-1 satellite.
521,2024 (TBD)[197],Volans,Volans,,Sea launch platform,Sea launch platform,Equatorial Space,Equatorial Space
522,2024 (TBD)[197],,,,,,,
523,2024 (TBD)[197],,,Equatorial Space,Low Earth,Flight test,,
524,2024 (TBD)[197],,"Maiden flight of Volans, and the first orbital flight of a launch vehicle developed in Singapore.[196]","Maiden flight of Volans, and the first orbital flight of a launch vehicle developed in Singapore.[196]","Maiden flight of Volans, and the first orbital flight of a launch vehicle developed in Singapore.[196]","Maiden flight of Volans, and the first orbital flight of a launch vehicle developed in Singapore.[196]","Maiden flight of Volans, and the first orbital flight of a launch vehicle developed in Singapore.[196]","Maiden flight of Volans, and the first orbital flight of a launch vehicle developed in Singapore.[196]"
525,2024 (TBD)[71],Vulcan Centaur,Vulcan Centaur,,Cape Canaveral SLC-41,Cape Canaveral SLC-41,ULA,ULA
526,2024 (TBD)[71],,,,,,,
527,2024 (TBD)[71],,USSF-16,U.S. Space Force,TBA,TBA,,
528,2024 (TBD)[71],Vulcan Centaur,Vulcan Centaur,,Cape Canaveral SLC-41,Cape Canaveral SLC-41,ULA,ULA
529,2024 (TBD)[71],,,,,,,
530,2024 (TBD)[71],,USSF-23,U.S. Space Force,TBA,TBA,,
531,2024 (TBD)[71],Vulcan Centaur,Vulcan Centaur,,Cape Canaveral SLC-41,Cape Canaveral SLC-41,ULA,ULA
532,2024 (TBD)[71],,,,,,,
533,2024 (TBD)[71],,USSF-43,U.S. Space Force,TBA,TBA,,
534,2024 (TBD)[71][198],Vulcan Centaur,Vulcan Centaur,,Cape Canaveral SLC-41,Cape Canaveral SLC-41,ULA,ULA
535,2024 (TBD)[71][198],,,,,,,
536,2024 (TBD)[71][198],,WGS-11+,U.S. Space Force,Geosynchronous,Communications,,
537,2024 (TBD)[199],TBA,TBA,,TBA,TBA,TBA,TBA
538,2024 (TBD)[199],,,,,,,
539,2024 (TBD)[199],,Ardoride,Momentus Space,Selenocentric (LLO),Space tug,,
540,2024 (TBD)[199],,Canadensys LEAP payload[200][201],Canadensys,Selenocentric (LLO),Technology demonstration,,
541,2024 (TBD)[199],,â Zeus-MS Ã 2[199],Qosmosys,Selenocentric (LLO),Technology demonstration,,
542,2024 (TBD)[199],,First Momentus Ardoride lunar rideshare mission.,First Momentus Ardoride lunar rideshare mission.,First Momentus Ardoride lunar rideshare mission.,First Momentus Ardoride lunar rideshare mission.,First Momentus Ardoride lunar rideshare mission.,First Momentus Ardoride lunar rideshare mission.
543,2024 (TBD)[202][203],TBA,TBA,,TBA,TBA,TBA,TBA
544,2024 (TBD)[202][203],,,,,,,
545,2024 (TBD)[202][203],,ARSAT SG-1,ARSAT,Geosynchronous,Communications,,
546,2024 (TBD)[204],TBA,TBA,,TBA,TBA,TBA,TBA
547,2024 (TBD)[204],,,,,,,
548,2024 (TBD)[204],,Astra 1P,SES S.A.,Geosynchronous,Communications,,
549,2024 (TBD)[204],,Astra 1Q,SES S.A.,Geosynchronous,Communications,,
550,2024 (TBD)[205],TBA,TBA,,TBA,TBA,TBA,TBA
551,2024 (TBD)[205],,,,,,,
552,2024 (TBD)[205],,EWS prototype,U.S. Space Force,Low Earth (SSO),MeteorologyTechnology demonstration,,
553,2024 (TBD)[205],,"EO/IR Weather System (EWS) prototype, built by General Atomics for the U.S. Space Force.","EO/IR Weather System (EWS) prototype, built by General Atomics for the U.S. Space Force.","EO/IR Weather System (EWS) prototype, built by General Atomics for the U.S. Space Force.","EO/IR Weather System (EWS) prototype, built by General Atomics for the U.S. Space Force.","EO/IR Weather System (EWS) prototype, built by General Atomics for the U.S. Space Force.","EO/IR Weather System (EWS) prototype, built by General Atomics for the U.S. Space Force."
554,2024 (TBD)[206][71],TBA,TBA,,Cape Canaveral,Cape Canaveral,TBA,TBA
555,2024 (TBD)[206][71],,,,,,,
556,2024 (TBD)[206][71],,GPS III-08 Katherine Johnson,U.S. Space Force,Medium Earth,Navigation,,
557,2024 (TBD)[206][71],,Named after NASA mathematician and human computer Katherine Johnson.,Named after NASA mathematician and human computer Katherine Johnson.,Named after NASA mathematician and human computer Katherine Johnson.,Named after NASA mathematician and human computer Katherine Johnson.,Named after NASA mathematician and human computer Katherine Johnson.,Named after NASA mathematician and human computer Katherine Johnson.
558,2024 (TBD)[208],TBA,TBA,,TBA,TBA,TBA,TBA
559,2024 (TBD)[208],,,,,,,
560,2024 (TBD)[208],,Inmarsat-7 F1 (GX 7)[209],Inmarsat,Geosynchronous,Communications,,
561,2024 (TBD)[208],,Inmarsat-7 F2 (GX 8),Inmarsat,Geosynchronous,Communications,,
562,2024 (TBD)[208],,Inmarsat-7 F3 (GX 9),Inmarsat,Geosynchronous,Communications,,
563,2024 (TBD)[208],,"The satellites may launch on separate rockets, though they are designed to fit together in a single payload fairing.[207]","The satellites may launch on separate rockets, though they are designed to fit together in a single payload fairing.[207]","The satellites may launch on separate rockets, though they are designed to fit together in a single payload fairing.[207]","The satellites may launch on separate rockets, though they are designed to fit together in a single payload fairing.[207]","The satellites may launch on separate rockets, though they are designed to fit together in a single payload fairing.[207]","The satellites may launch on separate rockets, though they are designed to fit together in a single payload fairing.[207]"
564,2024 (TBD)[210],TBA,TBA,,TBA,TBA,TBA,TBA
565,2024 (TBD)[210],,,,,,,
566,2024 (TBD)[210],,PTS-P,U.S. Space Force / Boeing / Northrop Grumman,Geosynchronous,Technology demonstration,,
567,2024 (TBD)[210],,On-orbit demonstration mission for the U.S. Space Force's Protected Tactical Satcom (PTS) program.,On-orbit demonstration mission for the U.S. Space Force's Protected Tactical Satcom (PTS) program.,On-orbit demonstration mission for the U.S. Space Force's Protected Tactical Satcom (PTS) program.,On-orbit demonstration mission for the U.S. Space Force's Protected Tactical Satcom (PTS) program.,On-orbit demonstration mission for the U.S. Space Force's Protected Tactical Satcom (PTS) program.,On-orbit demonstration mission for the U.S. Space Force's Protected Tactical Satcom (PTS) program.
568,2024 (TBD)[211][212],TBA,TBA,,TBA,TBA,TBA,TBA
569,2024 (TBD)[211][212],,,,,,,
570,2024 (TBD)[211][212],,QEYSSat,IQC / CSA,Low Earth,QKD technology demonstration,,
571,2024 (TBD)[214],TBA,TBA,,TBA,TBA,TBA,TBA
572,2024 (TBD)[214],,,,,,,
573,2024 (TBD)[214],,TSIS-2,NASA / LASP,Low Earth (SSO),Earth observation,,
574,2024 (TBD)[214],,Total and Spectral Solar Irradiance Sensor-2. Hosted on a General Atomics Orbital Test Bed (OTB) satellite platform.[213],Total and Spectral Solar Irradiance Sensor-2. Hosted on a General Atomics Orbital Test Bed (OTB) satellite platform.[213],Total and Spectral Solar Irradiance Sensor-2. Hosted on a General Atomics Orbital Test Bed (OTB) satellite platform.[213],Total and Spectral Solar Irradiance Sensor-2. Hosted on a General Atomics Orbital Test Bed (OTB) satellite platform.[213],Total and Spectral Solar Irradiance Sensor-2. Hosted on a General Atomics Orbital Test Bed (OTB) satellite platform.[213],Total and Spectral Solar Irradiance Sensor-2. Hosted on a General Atomics Orbital Test Bed (OTB) satellite platform.[213]
575,2024 (TBD)[215][216],TBA,TBA,,TBA,TBA,TBA,TBA
576,2024 (TBD)[215][216],,,,,,,
577,2024 (TBD)[215][216],,WSF-E,U.S. Space Force,Low Earth (SSO),Meteorology,,
578,H2 2024 (TBD)[217],TBA,TBA,,TBA,TBA,TBA,TBA
579,H2 2024 (TBD)[217],,,,,,,
580,H2 2024 (TBD)[217],,Eutelsat 36D,Eutelsat,Geosynchronous,Communications,,
581,H2 2024 (TBD)[217],,Replacement for Eutelsat 36B.,Replacement for Eutelsat 36B.,Replacement for Eutelsat 36B.,Replacement for Eutelsat 36B.,Replacement for Eutelsat 36B.,Replacement for Eutelsat 36B.
582,2024 (TBD)[218],TBA,TBA,,TBA,TBA,TBA,TBA
583,2024 (TBD)[218],,,,,,,
584,2024 (TBD)[218],,HTS 113BT,Telkomsat,Geosynchronous,Communications,,
585,2024 (TBD)[218],,"Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020."
586,2024 (TBD)[219],TBA,TBA,,TBA,TBA,TBA,TBA
587,2024 (TBD)[219],,,,,,,
588,2024 (TBD)[219],,SES-26,SES S.A.,Geosynchronous,Communications,,
589,2024 (TBD)[219],,Replacement for NSS-12.,Replacement for NSS-12.,Replacement for NSS-12.,Replacement for NSS-12.,Replacement for NSS-12.,Replacement for NSS-12.
590,2024 (TBD)[220],TBA,TBA,,TBA,TBA,TBA,TBA
591,2024 (TBD)[220],,,,,,,
592,2024 (TBD)[220],,SXM-9,Sirius XM,Geosynchronous,Communications,,
593,2024 (TBD)[221],TBA,TBA,,TBA,TBA,TBA,TBA
594,2024 (TBD)[221],,,,,,,
595,2024 (TBD)[221],,Varda 3 Photon,Varda Space Industries,Low Earth,Space manufacturing,,
596,2024 (TBD)[221],,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.
597,2024 (TBD)[223],TBA,TBA,,TBA,TBA,TBA,TBA
598,2024 (TBD)[223],,,,,,,
599,2024 (TBD)[223],,TBA,CarpathiaSat,Geosynchronous,Communications,,
600,2024 (TBD)[223],,First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222]
